isosmiles,Formula,SMILES,Ref
O=C(OC1CCCCC1)C(F)(F)C(F)(F)Oc1ccccc1,C15H16F4O3,FC(F)(OC1=CC=CC=C1)C(F)(F)C(=O)OC1CCCCC1,EPA_Dashboard
C=CC(=O)C(F)(F)C(F)(F)F,C5H3F5O,FC(F)(F)C(F)(F)C(=O)C=C,EPA_Dashboard
O=S(Cc1cc(OCC(F)(F)C(F)(F)C(F)(F)F)ccn1)c1nc2cscc2[nH]1,C15H10F7N3O2S2,FC(F)(F)C(F)(F)C(F)(F)COC1=CC=NC(CS(=O)C2=NC3=CSC=C3N2)=C1,EPA_Dashboard
NC(=O)C(F)(C(F)(F)F)C(F)(F)F,C4H2F7NO,NC(=O)C(F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=C(O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(=O)(=O)O)C(F)(F)F)C(F)(F)F,C8H2F14O7S,OC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(O)(=O)=O)C(F)(F)F)C(F)(F)F,EPA_Dashboard
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1N,C11H10F7N,CC1=CC(=CC(C)=C1N)C(F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
N=C(N)C(F)(F)F,C2H3F3N2,"NC(=N)C(F)(F)F |lp:0:1,2:1,4:3,5:3,6:3,Sg:n:3,5,4::ht|",EPA_Dashboard
OCC(F)(F)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(F)(F)CO,C10H10F12O2,OCC(F)(F)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(F)(F)CO,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C6F14O,FC(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
Cc1ccc(C(=O)C=C(C(F)(F)F)C(F)(F)F)o1,C10H6F6O2,CC1=CC=C(O1)C(=O)C=C(C(F)(F)F)C(F)(F)F,EPA_Dashboard
CC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H5F15,C\C=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C(=CC(F)(F)C(F)(F)F)C(F)(F)F,C6HF11,FC(F)(F)C(=CC(F)(F)C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=S(=O)(Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)c1cccs1,C13H9F6NO3S2,OC(C1=CC=C(NS(=O)(=O)C2=CC=CS2)C=C1)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
CC(=O)c1ccc(C2CC3(C)C(CCC3(O)C(F)(F)C(F)(F)F)C3CCC4=CC(=O)CCC4=C23)cc1,C28H29F5O3,[H][C@@]12CC[C@@](O)(C(F)(F)C(F)(F)F)[C@@]1(C)C[C@]([H])(C1=CC=C(C=C1)C(C)=O)C1=C3CCC(=O)C=C3CC[C@@]21[H],EPA_Dashboard
FC(F)(F)OOC(F)(F)C(F)(F)Cl,C3ClF7O2,FC(F)(F)OOC(F)(F)C(F)(F)Cl,EPA_Dashboard
CCCCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C22H31F13,CCCCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
C=C(C(=O)OCC(F)(F)C(F)(F)F)C(F)(F)F,C7H4F8O2,FC(F)(F)C(=C)C(=O)OCC(F)(F)C(F)(F)F,EPA_Dashboard
O=S(=O)(F)C(F)(F)C(F)(F)OC(F)C(F)(F)F,C4HF9O3S,FC(OC(F)(F)C(F)(F)S(F)(=O)=O)C(F)(F)F,EPA_Dashboard
O=C(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C6HF11O3,OC(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CNCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H10F13N,CNCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
OC1(C(F)(F)C(F)F)CC(c2ccccc2)=NO1,C11H9F4NO2,OC1(CC(=NO1)C1=CC=CC=C1)C(F)(F)C(F)F,EPA_Dashboard
O=C(F)C(C(=O)F)(C(F)(F)F)C(F)(F)F,C5F8O2,FC(=O)C(C(F)=O)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H5F23O2,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
C=CC(=O)OC(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,C8H4F10O2,FC(F)(F)C(OC(=O)C=C)C(F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=C(Nc1ccccc1C(F)(F)C(F)(F)c1ccccc1)Nc1ccccc1C(F)(F)C(F)(F)c1ccccc1,C29H20F8N2O,FC(F)(C1=CC=CC=C1)C(F)(F)C1=CC=CC=C1NC(=O)NC1=CC=CC=C1C(F)(F)C(F)(F)C1=CC=CC=C1,EPA_Dashboard
FC(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)Oc1ccccc1,C11H6F10O2,FC(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)OC1=CC=CC=C1,EPA_Dashboard
CCCCCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H15F9O,CCCCCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=C(O)C(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C8HF15O2,OC(=O)C(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=C(NC(=O)C(F)(F)C(F)(F)F)Nc1ccc(Cl)cc1,C10H6ClF5N2O2,FC(F)(F)C(F)(F)C(=O)NC(=O)NC1=CC=C(Cl)C=C1,EPA_Dashboard
CC(C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC(=O)ON=C(C#N)c1ccccc1,C18H15F9N2O3,CC(C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC(=O)ON=C(C#N)C1=CC=CC=C1,EPA_Dashboard
CCOC(=O)C(F)(Cl)C(F)(F)F,C5H5ClF4O2,CCOC(=O)C(F)(Cl)C(F)(F)F,EPA_Dashboard
O=C1CCCCC1C(F)(F)C(F)(F)F,C8H9F5O,FC(F)(F)C(F)(F)C1CCCCC1=O,EPA_Dashboard
O=C(O)C(F)(C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C8HF15O2,OC(=O)C(F)(C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(F)C(F)(F)C(F)(F)C(F)(F)CNc1ccccc1,C11H9F8N,FC(F)C(F)(F)C(F)(F)C(F)(F)CNC1=CC=CC=C1,EPA_Dashboard
CC(C)OC(F)(F)C(F)F,C5H8F4O,CC(C)OC(F)(F)C(F)F,EPA_Dashboard
FC(F)OC(F)C(F)(F)C(F)(F)F,C4H2F8O,FC(F)OC(F)C(F)(F)C(F)(F)F,EPA_Dashboard
OCCN1CCCN=C1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H11F13N2O,OCCN1CCCN=C1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C(Cl)(Cl)C(Cl)(Cl)Cl,C5Cl5F7,FC(F)(F)C(F)(F)C(F)(F)C(Cl)(Cl)C(Cl)(Cl)Cl,EPA_Dashboard
FC(F)(F)C(F)(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)F)C(F)(F)F,C7F16O2,FC(F)(F)C(F)(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=C(O)CC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)F,C6H3F9O5S,OC(=O)CC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(F)(=O)=O,EPA_Dashboard
Cc1ccccc1C(F)(C(F)(F)F)C(F)(F)F,C10H7F7,CC1=CC=CC=C1C(F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
C[N+](C)(CC[O-])CCCN(CCCS(=O)(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C18H23F17N2O6S2,C[N+](C)(CC[O-])CCCN(CCCS(O)(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
FC(F)=C(F)OC(F)(F)F,C3F6O,FC(F)=C(F)OC(F)(F)F,Norman_KEMI
FC(F)(F)C1(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,C6F12,FC(F)(F)C1(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,Norman_KEMI
N#CC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F,C8F13NO2,FC(F)=C(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)C#N)C(F)(F)F,Norman_KEMI
O=P(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C30H12F51O4P,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOP(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C12H6F16O2,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,Norman_KEMI
C=C(C)C(=O)OC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CF,C15H8F20O2,CC(=C)C(=O)OC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CF,Norman_KEMI
O=C(O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C9HF17O2,OC(=O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,Norman_KEMI
CN(C)CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C18H19F21N2O,CN(C)CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
O=P(O)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C20H9F34O2P,[H]C([H])(C([H])([H])P(O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)CC1CO1,C8H5F11O,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)CC1CO1,Norman_KEMI
OCCN(CCO)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H14F17NO2,OCCN(CCO)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H13F13N2O2S,CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C16H7F23O2,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C,Norman_KEMI
FC(F)(F)C(F)(F)c1nc(C(F)(F)C(F)(F)F)nc(C(F)(F)C(F)(F)F)n1,C9F15N3,FC(F)(F)C(F)(F)C1=NC(=NC(=N1)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,Norman_KEMI
O=C(O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)Cl,C7HCl4F9O2,OC(=O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)Cl,Norman_KEMI
CC(COCC(C)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C34H24F46O5,CC(COCC(C)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,Norman_KEMI
O=S(=O)(OCC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F12O3S,FC(F)(F)COS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc(P(c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,C36H12F39P,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(C=C1)P(C1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
FC(F)CCCCC(F)(F)COP1(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=N1,C42H26F64N3O6P3,FC(F)CCCCC(F)(F)COP1(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=N1,Norman_KEMI
FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,C10F18,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,Norman_KEMI
NCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H9F15N2O,NCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(=O)Cl,C5Cl2F6O2,FC(F)(C(Cl)=O)C(F)(F)C(F)(F)C(Cl)=O,Norman_KEMI
OCC(F)(F)C(F)(F)C(F)(F)C(F)F,C5H4F8O,OCC(F)(F)C(F)(F)C(F)(F)C(F)F,Norman_KEMI
CCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H8F9NO4S,CCN(CC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H5F21O,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
O=P(O)(O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H8F25O5P,OC(COP(O)(O)=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
CC1(C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)CCC(C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)C1(C)C,C24H20F24O4,CC1(C)[C@@H](CC[C@]1(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,Norman_KEMI
C=C(C)C(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H14F13NO4S,CCN(CCOC(=O)C(C)=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5HF9O2,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
FC1=C(Cl)C(F)(F)C(F)(F)C1(F)F,C5ClF7,FC1=C(Cl)C(F)(F)C(F)(F)C1(F)F,Norman_KEMI
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,C9HClF16O2,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,Norman_KEMI
COC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H7F9O2,COC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H5F13O2,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)F,C3HF7O3S,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
OCc1ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,C15H11F13O,OCC1=CC=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,Norman_KEMI
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C4F10,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,Norman_KEMI
O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H6F15O4P,OP(O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5H3F9O,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
N#CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H4F13NS,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCSC#N,Norman_KEMI
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H3F11O2,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
FC(F)(F)C(F)(F)N1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C7F15N,FC(F)(F)C(F)(F)N1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,Norman_KEMI
O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Cl,C6Cl2F8O2,FC(F)(C(Cl)=O)C(F)(F)C(F)(F)C(F)(F)C(Cl)=O,Norman_KEMI
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C7H4F12O,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,Norman_KEMI
CN(C)CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C21H19F27N2O,CN(C)CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,Norman_KEMI
C=CC(=O)OCCN(CCCC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C16H16F15NO4S,CCCCN(CCOC(=O)C=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C34H9F62O4P,OP(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,Norman_KEMI
O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6F14O2S,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(=O)=O,Norman_KEMI
O=C(F)C(F)(OC(F)(F)C(F)(F)OC(F)(C(=O)F)C(F)(F)F)C(F)(F)F,C8F14O4,FC(=O)C(F)(OC(F)(F)C(F)(F)OC(F)(C(F)=O)C(F)(F)F)C(F)(F)F,Norman_KEMI
C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-],C19H19F21N2O4S,C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,Norman_KEMI
CCN(CCOP(=O)(O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C22H19F30N2O8PS2,CCN(CCOP(O)(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H2F26,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)\C=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
CN(CCO)S(=O)(=O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C7H8F9NO3S,CN(CCO)S(=O)(=O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,Norman_KEMI
FC(F)(F)C(F)(F)C1(C(F)(F)F)C(F)(C(F)(F)F)OC(F)(C(F)(F)F)C1(F)C(F)(F)F,C10F20O,FC(F)(F)C(F)(F)C1(C(F)(F)F)C(F)(OC(F)(C(F)(F)F)C1(F)C(F)(F)F)C(F)(F)F,Norman_KEMI
C=CC(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H12F17NO4S,CCN(CCOC(=O)C=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Norman_KEMI
