isosmiles,Formula,SMILES,Ref
O=C1CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=Nc2ccccc2N1,C13H7F9N2O,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=NC2=CC=CC=C2NC(=O)C1,EPA_Dashboard
FC(F)C(F)(F)COC(OCC(F)(F)C(F)F)(OCC(F)(F)C(F)F)OCC(F)(F)C(F)F,C13H12F16O4,FC(F)C(F)(F)COC(OCC(F)(F)C(F)F)(OCC(F)(F)C(F)F)OCC(F)(F)C(F)F,EPA_Dashboard
Cc1cccc(-n2c(-c3cccc(OC(F)(F)C(F)F)c3)n[nH]c2=S)c1C,C18H15F4N3OS,CC1=C(C)C(=CC=C1)N1C(=S)NN=C1C1=CC(OC(F)(F)C(F)F)=CC=C1,EPA_Dashboard
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(N2C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)F)C(F)(F)C1(F)F,C12F23N,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(N2C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)F)C(F)(F)C1(F)F,EPA_Dashboard
CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C26H37F17,CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=C(O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C7HF11O2,OC(=O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,EPA_Dashboard
COc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,C15H8F15NO2,COC1=CC=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,EPA_Dashboard
CCCCCCCCCCCCCCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C24H33F15O2,CCCCCCCCCCCCCCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=C1C(=C(C(F)(F)F)C(F)(F)F)CCc2ccccc21,C13H8F6O,FC(F)(F)C(=C1CCC2=CC=CC=C2C1=O)C(F)(F)F,EPA_Dashboard
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(SC(F)(F)C(F)F)cc1Cl,C16H8Cl2F6N2O2S,FC(F)C(F)(F)SC1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C(Cl)=C1,EPA_Dashboard
O=C(O)c1ccc(C(c2ccc(C(=O)O)cc2)(C(F)(F)F)C(F)(F)F)cc1,C17H10F6O4,OC(=O)C1=CC=C(C=C1)C(C1=CC=C(C=C1)C(O)=O)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
Nc1ccc(OCC(F)(F)C(F)(F)C(F)(F)F)cc1,C10H8F7NO,NC1=CC=C(OCC(F)(F)C(F)(F)C(F)(F)F)C=C1,EPA_Dashboard
CCC(C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H7F13O2,CCC(C(O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CCOC(=O)C=NS(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H6F9NO3S,[H]\C(=N/S(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)OCC,EPA_Dashboard
CCC=CC(F)(F)C(F)(F)C(F)(F)F,C7H7F7,CCC=CC(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)N1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C8F17N,FC(F)(F)C(F)(F)C(F)(F)N1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,EPA_Dashboard
Nc1ccc2c(C(F)(F)C(F)(F)F)cc(C(F)(F)C(F)(F)F)nc2n1,C12H5F10N3,NC1=NC2=C(C=C1)C(=CC(=N2)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C(CC(F)(F)C(F)(F)F)C(F)(F)F,C6H3F11,FC(F)(F)C(CC(F)(F)C(F)(F)F)C(F)(F)F,EPA_Dashboard
FC(C(F)(F)F)C(F)(F)C(F)(c1ccccc1)C(F)(F)F,C11H6F10,FC(C(F)(F)F)C(F)(F)C(F)(C1=CC=CC=C1)C(F)(F)F,EPA_Dashboard
Nc1c(Cl)cc(C(F)(C(F)(F)F)C(F)(F)F)cc1OC(F)F,C10H5ClF9NO,NC1=C(OC(F)F)C=C(C=C1Cl)C(F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
C=C(C)C(=O)OC1C2CCC(C2)C1CC(O)(C(F)(F)F)C(F)(F)F,C15H18F6O3,[H]C12CCC([H])(C1)C(OC(=O)C(C)=C)C2CC(O)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5H3F9,CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)F,C5HClF8O,FC(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)=O,EPA_Dashboard
FC(=C(F)C(F)(F)F)c1ccc(Cl)cc1,C9H4ClF5,FC(=C(F)C(F)(F)F)C1=CC=C(Cl)C=C1,EPA_Dashboard
O=C(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8F16O3,FC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=C(CCCCc1ccccc1)C(F)(F)C(F)(F)F,C13H13F5O,FC(F)(F)C(F)(F)C(=O)CCCCC1=CC=CC=C1,EPA_Dashboard
Cc1cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n[nH]1,C12H5F17N2,CC1=CC(=NN1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=C(O)COC(F)(F)C(F)(F)C(F)(F)F,C5H3F7O3,OC(=O)COC(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CC(F)(F)C(F)(F)F,C3H3F5,CC(F)(F)C(F)(F)F,EPA_Dashboard
CCCCCCCCC=CCCCCCCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)F,C22H35F7O2,CCCCCCCC\C=C\CCCCCCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C(F)(F)COP1(OCC(F)(F)C(F)(F)F)=NP(OCC(F)(F)C(F)(F)F)(OCC(F)(F)C(F)(F)F)=NP(OCC(F)(F)C(F)(F)F)(OCC(F)(F)C(F)(F)F)=N1,C18H12F30N3O6P3,FC(F)(F)C(F)(F)COP1(OCC(F)(F)C(F)(F)F)=NP(OCC(F)(F)C(F)(F)F)(OCC(F)(F)C(F)(F)F)=NP(OCC(F)(F)C(F)(F)F)(OCC(F)(F)C(F)(F)F)=N1,EPA_Dashboard
CCCCCCCCOC(=O)C(F)(F)C(F)(F)F,C11H17F5O2,CCCCCCCCOC(=O)C(F)(F)C(F)(F)F,EPA_Dashboard
O=C(C(F)(F)F)C(F)(F)OC(F)C(F)(F)F,C5HF9O2,FC(OC(F)(F)C(=O)C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=C1OCC(COCC(F)(F)C(F)F)O1,C7H8F4O4,FC(F)C(F)(F)COCC1COC(=O)O1,EPA_Dashboard
COS(=O)(=O)C(F)(C(=O)C(F)(F)F)C(F)(F)F,C5H3F7O4S,COS(=O)(=O)C(F)(C(=O)C(F)(F)F)C(F)(F)F,EPA_Dashboard
FC(F)(F)N1C(F)(F)N(C(F)(F)F)C(F)(F)C1(F)F,C5F12N2,FC(F)(F)N1C(F)(F)N(C(F)(F)F)C(F)(F)C1(F)F,EPA_Dashboard
FC1=C(C(F)(F)F)C(F)(F)C(F)(F)C1(F)F,C6F10,FC1=C(C(F)(F)F)C(F)(F)C(F)(F)C1(F)F,EPA_Dashboard
CC(C)(C)NCC(O)(C(F)(F)F)C(F)(F)F,C8H13F6NO,CC(C)(C)NCC(O)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
FC1(F)Cc2c(ccc3ccccc23)C1(F)F,C13H8F4,FC1(F)CC2=C(C=CC3=CC=CC=C23)C1(F)F,EPA_Dashboard
FC(F)C(F)(F)COP1OCCO1,C5H7F4O3P,FC(F)C(F)(F)COP1OCCO1,EPA_Dashboard
FC(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H2F14,FC(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=C(CCCCl)CC(O)(C(F)(F)F)C(F)(F)F,C8H9ClF6O2,OC(CC(=O)CCCCl)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
FC(F)C(F)(F)C(F)(F)C#CSCc1ccccc1,C12H8F6S,FC(F)C(F)(F)C(F)(F)C#CSCC1=CC=CC=C1,EPA_Dashboard
C=CC(=O)OC(C)(C(F)(F)F)C(F)(F)F,C7H6F6O2,CC(OC(=O)C=C)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
FCC(F)(F)C(F)(F)C(F)(F)C(F)F,C5H3F9,FCC(F)(F)C(F)(F)C(F)(F)C(F)F,EPA_Dashboard
FC(F)(F)OC(F)(C(F)(F)F)C(F)(OC(F)(F)F)C(F)(F)F,C6F14O2,FC(F)(F)OC(F)(C(F)(F)F)C(F)(OC(F)(F)F)C(F)(F)F,EPA_Dashboard
CCCCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C28H31F25,CCCCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=C(Nc1ccc([N+](=O)[O-])cc1)C(F)(F)C(F)(F)C(F)(F)F,C10H5F7N2O3,[O-][N+](=O)C1=CC=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)C=C1,EPA_Dashboard
FC(F)(F)C(F)(F)C1(F)C(F)(F)OC(F)(F)C1(F)F,C6F12O,FC(F)(F)C(F)(F)C1(F)C(F)(F)OC(F)(F)C1(F)F,EPA_Dashboard
FC(OC(F)C(F)(F)F)C(F)(F)F,C4H2F8O,FC(OC(F)C(F)(F)F)C(F)(F)F,EPA_Dashboard
FCC(F)(F)C(F)C(F)F,C4H4F6,FCC(F)(F)C(F)C(F)F,EPA_Dashboard
O=C1C(F)(F)OC(F)(F)OC1(F)F,C4F6O3,FC1(F)OC(F)(F)C(=O)C(F)(F)O1,EPA_Dashboard
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC,C14H6F20O4,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC,EPA_Dashboard
O=C(O)COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H3F9O3,OC(=O)COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(F)(OC(F)(F)C(F)(F)F)OC(F)(Cl)C(F)(F)Cl,C5Cl2F10O2,FC(F)(F)C(F)(F)OC(F)(F)OC(F)(Cl)C(F)(F)Cl,EPA_Dashboard
CCCCSc1c(C(F)(C(F)(F)F)C(F)(F)F)ccc(C(=O)O)c1C,C15H15F7O2S,CCCCSC1=C(C)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,EPA_Dashboard
FC(F)(F)C(=Nc1ccccc1)C(F)(F)F,C9H5F6N,FC(F)(F)C(=NC1=CC=CC=C1)C(F)(F)F,EPA_Dashboard
FC(F)(F)C(F)(Cl)C(F)(F)OC(Cl)(Cl)Cl,C4Cl4F6O,FC(F)(F)C(F)(Cl)C(F)(F)OC(Cl)(Cl)Cl,EPA_Dashboard
Nc1c(NC(=O)C(F)(F)C(F)F)cc(C(F)(F)F)cc1[N+](=O)[O-],C10H6F7N3O3,NC1=C(NC(=O)C(F)(F)C(F)F)C=C(C=C1[N+]([O-])=O)C(F)(F)F,EPA_Dashboard
OCCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H7F15O2,OCCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CCCCCCC(C)(c1ccc(OC(F)(F)C(F)F)cc1)c1ccc(OC(F)(F)C(F)F)cc1,C24H26F8O2,CCCCCCC(C)(C1=CC=C(OC(F)(F)C(F)F)C=C1)C1=CC=C(OC(F)(F)C(F)F)C=C1,EPA_Dashboard
O=C(Nc1cc(Cl)ccc1Cl)C(F)(F)C(F)(F)C(F)(F)F,C10H4Cl2F7NO,FC(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC(Cl)=CC=C1Cl,EPA_Dashboard
CSc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)F)cc1C,C10H9F5O3S2,CSC1=C(C)C=C(OS(=O)(=O)C(F)(F)C(F)(F)F)C=C1,EPA_Dashboard
O=S(=O)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C4F10O3S,FC(F)(F)C(OS(F)(=O)=O)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
C=CC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C7H3F11O,FC(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C=C,EPA_Dashboard
FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C7F14,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,EPA_Dashboard
Nc1nc(N)nc(C(F)C(F)(F)F)n1,C5H5F4N5,NC1=NC(=NC(N)=N1)C(F)C(F)(F)F,EPA_Dashboard
CC(C)OP(=O)(OC(C)C)C1=C(P(=O)(OC(C)C)OC(C)C)C(F)(F)C(F)(F)C1(F)F,C17H28F6O6P2,CC(C)OP(=O)(OC(C)C)C1=C(C(F)(F)C(F)(F)C1(F)F)P(=O)(OC(C)C)OC(C)C,EPA_Dashboard
CN(CC(=O)O)CC(O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C16H16F17NO3S,CN(CC(O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(O)=O,EPA_Dashboard
O=C(NC1CC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C10H7F12NO,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NC1CC1,EPA_Dashboard
OC(COC1CC2C=CC1C2)(C(F)(F)F)C(F)(F)F,C11H12F6O2,[H]C12CC(OCC(O)(C(F)(F)F)C(F)(F)F)C([H])(C1)C=C2,EPA_Dashboard
NC(CSC(F)(F)C(F)C(F)(F)F)C(=O)O,C6H7F6NO2S,[H][C@](N)(CSC(F)(F)C([H])(F)C(F)(F)F)C(O)=O,EPA_Dashboard
CCCCC(F)(F)C(F)C(F)(F)F,C7H10F6,CCCCC(F)(F)C(F)C(F)(F)F,EPA_Dashboard
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)=CF,C8H6F8O2,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)=CF,EPA_Dashboard
CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H8F15NO,CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
OC(C=Cc1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H9F13O,OC(C=CC1=CC=CC=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CC(=O)Nc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,C12H8F9NO4S,CC(=O)NC1=CC=C(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,EPA_Dashboard
FC1=CC(F)(F)C(F)(F)C(F)(F)C=C1F,C7H2F8,FC1=CC(F)(F)C(F)(F)C(F)(F)C=C1F,EPA_Dashboard
O=CCC(F)(F)C(F)(F)C(F)(F)F,C5H3F7O,FC(F)(F)C(F)(F)C(F)(F)CC=O,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C(F)(Cl)Cl,C4Cl2F8,FC(F)(F)C(F)(F)C(F)(F)C(F)(Cl)Cl,EPA_Dashboard
CCC(C)C(=O)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C9H9F9O2,CCC(C)C(=O)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
